company_id,type,rule_id,text,confidence_pct
TORNTPHARM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TORNTPHARM,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TORNTPHARM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TORNTPHARM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TORNTPHARM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81.2
TORNTPHARM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TORNTPHARM,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.8
TRENT,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
TRENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TRENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TRENT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,79.5
TVSMOTOR,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
TVSMOTOR,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,98.4
TVSMOTOR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TVSMOTOR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.9
TVSMOTOR,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.0
